taxa	stitle	assembly_accession	domain	phylum	class	order	family	genus	species
WP_146392281.1	WP_146392281.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rhodopirellula solitaria]	GCF_007859855.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula solitaria
RJP38803.1	RJP38803.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfobacteraceae bacterium]	GCA_003597945.1	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	SURF-3	SURF-33	SURF-33 sp003597945
SKGK01000003.1_14	SKGK01000003.1_14 # 15020 # 16114 # -1 # ID=73_14;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.391	GCA_007117465.1	Bacteria	Firmicutes_A	Clostridia	SK-Y3	SK-Y3	SKGK01	SKGK01 sp007117465
CAJOMJ010000005.1_33	CAJOMJ010000005.1_33 # 49703 # 50974 # -1 # ID=5_33;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.499	GCA_905235505.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp905235505
MAT16907.1	MAT16907.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomyces sp.]	GCA_002702685.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella sp002702685
JAAXQF010000549.1_5	JAAXQF010000549.1_5 # 2144 # 3370 # 1 # ID=29_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.522	GCA_012974435.1	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	BM103	M0040	M0040 sp012974435
HDQ14629.1	HDQ14629.1 MAG TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Sediminispirochaeta sp.]	GCA_011046055.1	Bacteria	Spirochaetota	Spirochaetia	DSM-16054	Sediminispirochaetaceae	DSBN01	DSBN01 sp011046055
CACZHT010000033.1_12	CACZHT010000033.1_12 # 11379 # 12662 # 1 # ID=33_12;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=14bp;gc_cont=0.589	GCA_902781045.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902781045
MBO4307088.1	MBO4307088.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017613375.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1217	UBA1217 sp017613375
CACZNH010000036.1_13	CACZNH010000036.1_13 # 11314 # 12603 # 1 # ID=36_13;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.582	GCA_902782465.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902782465
WP_021902884.1	WP_021902884.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Porphyromonas]	GCF_000372405.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas_A	Porphyromonas_A somerae
MBE6292934.1	MBE6292934.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_015060865.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1189	UBA1189 sp015060865
PUMJ01000263.1_5	PUMJ01000263.1_5 # 2731 # 3822 # -1 # ID=241_5;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.625	GCA_003551305.1	Bacteria	Planctomycetota	Brocadiae	SM23-32	SM23-32	B1Sed10-231	B1Sed10-231 sp003551305
PUMJ01000156.1_24	PUMJ01000156.1_24 # 27315 # 28412 # -1 # ID=184_24;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=11-12bp;gc_cont=0.654	GCA_003551305.1	Bacteria	Planctomycetota	Brocadiae	SM23-32	SM23-32	B1Sed10-231	B1Sed10-231 sp003551305
NMB20698.1	NMB20698.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Firmicutes bacterium]	GCA_012799115.1	Bacteria	Firmicutes_G	Limnochordia	DTU010	DTU010	UBA5420	UBA5420 sp012799115
NLE15849.1	NLE15849.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetales bacterium]	GCA_012514185.1	Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta sp012514185
NOZ19806.1	NOZ19806.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Planctomycetes bacterium]	GCA_013152475.1	Bacteria	Planctomycetota	Brocadiae	JAADGH01	JAADGH01	JAADGH01	JAADGH01 sp013152475
MBR3783370.1	MBR3783370.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017522105.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp017522105
WP_026714886.1	WP_026714886.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacterium daejeonense]	GCF_000425425.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium daejeonense
MBO5083948.1	MBO5083948.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidaceae bacterium]	GCA_017622495.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1189	UBA1189 sp017622495
WP_145287680.1	WP_145287680.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pirellulimonas nuda]	GCF_007750855.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda
MBQ8221699.1	MBQ8221699.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidaceae bacterium]	GCA_017465905.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1189	UBA1189 sp017465905
CAJOIR010000021.1_15	CAJOIR010000021.1_15 # 13227 # 14498 # 1 # ID=21_15;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.494	GCA_905234685.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp905234685
NLF29385.1	NLF29385.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Planctomycetes bacterium]	GCA_012514895.1	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	FEN-1343	JAAYZK01	JAAYZK01 sp012514895
LVBB01000139.1_173	LVBB01000139.1_173 # 232214 # 233317 # 1 # ID=139_173;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.623	GCA_001603075.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	PLanc-01	PLanc-01 sp001603075
MBO4803103.1	MBO4803103.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017619255.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017619255
DFLB01000030.1_28	DFLB01000030.1_28 # 34023 # 35285 # 1 # ID=12_28;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	GCA_002373995.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp002373995
DEZB01000020.1_44	DEZB01000020.1_44 # 63650 # 64915 # 1 # ID=44_44;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;gc_cont=0.349	GCA_002364735.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	UBA2632	UBA2632 sp002364735
MBR1809782.1	MBR1809782.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paludibacteraceae bacterium]	GCA_017479885.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp017479885
TWU16185.1	TWU16185.1 Na(+)-translocating NADH-quinone reductase subunit F [Planctomycetes bacterium Poly21]	GCA_007860105.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula sp007860105
DHGT01000019.1_10	DHGT01000019.1_10 # 7777 # 9003 # -1 # ID=8_10;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.578	GCA_002402905.1	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	Desulfatitalea sp002402905
MBR1882377.1	MBR1882377.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017478855.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017478855
MBR4829387.1	MBR4829387.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017553785.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017553785
OFY17438.1	OFY17438.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidetes bacterium GWF2_29_10]	GCA_001768555.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GWE2-29-8	GWE2-29-8	GWE2-29-8 sp001768555
MBI9101942.1	MBI9101942.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetales bacterium]	GCA_016342585.1	Bacteria	Spirochaetota	Spirochaetia	JC444	UBA9216	JAEINK01	JAEINK01 sp016342585
MBD3285030.1	MBD3285030.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [candidate division WOR-3 bacterium]	GCA_014729665.1	Bacteria	WOR-3	WOR-3	B3-TA06	B3-TA06	B3-TA06	B3-TA06 sp014729665
MBN2377786.1	MBN2377786.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Sedimentisphaerales bacterium]	GCA_016934515.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SM23-30	JAFGSR01	JAFGSR01 sp016934515
WP_062434133.1	WP_062434133.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Prevotella sp. DNF00663]	GCF_001553265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp001553265
HHT67690.1	HHT67690.1 TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Firmicutes bacterium]	GCA_012837925.1	Bacteria	Firmicutes_G	Limnochordia	DTU010	DTU010	UBA5420	UBA5420 sp012837925
MBR6600313.1	MBR6600313.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidaceae bacterium]	GCA_017520935.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA1189	UBA1189 sp017520935
MBL7186703.1	MBL7186703.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Phycisphaerae bacterium]	GCA_016782865.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	SG8-4	SG8-4 sp016782865
MBQ0115567.1	MBQ0115567.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_018065665.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp018065665
MBQ7691772.1	MBQ7691772.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017443765.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017443765
ONOU01000015.1_84	ONOU01000015.1_84 # 126554 # 127840 # -1 # ID=14_84;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.600	GCA_900319525.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900319525
WP_231740828.1	WP_231740828.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Thalassoglobus neptunius]	GCF_007859735.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Thalassoglobus	Thalassoglobus neptunius
WP_146412599.1	WP_146412599.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Crateriforma]	GCF_012290005.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Crateriforma	Crateriforma spongiae
MBP7562455.1	MBP7562455.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Candidatus Cloacimonetes bacterium]	GCA_017998585.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	WRIO01	JAGOCT01	JAGOCT01 sp017998585
MBO4813698.1	MBO4813698.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017619355.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017619355
ONEL01000001.1_142	ONEL01000001.1_142 # 153364 # 154647 # -1 # ID=32_142;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.477	GCA_900316835.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900316835
DEKO01000026.1_8	DEKO01000026.1_8 # 12786 # 14069 # -1 # ID=126_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	GCA_002353885.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp002353885
DEKO01000203.1_15	DEKO01000203.1_15 # 15352 # 16626 # 1 # ID=165_15;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=14bp;gc_cont=0.569	GCA_002353885.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp002353885
OUV57068.1	OUV57068.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium TMED113]	GCA_002170235.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	TMED113	TMED113	TMED113 sp002170235
MBR1935415.1	MBR1935415.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017478265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017478265
MBO7596974.1	MBO7596974.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017651345.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA3824	UBA3824	UBA3824 sp017651345
RMG41319.1	RMG41319.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetes bacterium]	GCA_003696385.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	J052	J052 sp003696385
WP_145300553.1	WP_145300553.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Crateriforma conspicua]	GCF_007752935.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Crateriforma	Crateriforma conspicua
NLJ40670.1	NLJ40670.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012518395.1	Bacteria	Firmicutes_A	Clostridia	Caldicoprobacterales	UBA3941	JAAYSJ01	JAAYSJ01 sp012518395
MBQ7210416.1	MBQ7210416.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paludibacteraceae bacterium]	GCA_017450605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp017450605
WP_054033839.1	WP_054033839.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfatitalea tepidiphila]	GCF_001293685.1	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	Desulfatitalea tepidiphila
OHB61080.1	OHB61080.1 oxidoreductase [Planctomycetes bacterium GWF2_42_9]	GCA_001825675.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	UBA12454	UBA12454	UBA12454 sp001825675
JAGYMQ010000047.1_43	JAGYMQ010000047.1_43 # 51417 # 52520 # -1 # ID=47_43;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.374	GCA_018400535.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	TCS61	TCS61	TCS61 sp018400535
DEJJ01000023.1_39	DEJJ01000023.1_39 # 43600 # 44886 # 1 # ID=21_39;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539	GCA_002353285.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp002353285
CACYGX010000010.1_16	CACYGX010000010.1_16 # 14957 # 16243 # 1 # ID=10_16;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.570	GCA_902774055.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902774055
URIC01000038.1_7	URIC01000038.1_7 # 5428 # 6726 # 1 # ID=38_7;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=13bp;gc_cont=0.551	GCA_900547755.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp900547755
MBN2017802.1	MBN2017802.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Candidatus Cloacimonetes bacterium]	GCA_016932035.1	Bacteria	Cloacimonadota	Cloacimonadia	JGIOTU-2	JGIOTU-2	JGIOTU-2	JGIOTU-2 sp016932035
NOY08318.1	NOY08318.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetes bacterium]	GCA_013151965.1	Bacteria	Spirochaetota	Spirochaetia	SZUA-6	SZUA-6	SZUA-6	SZUA-6 sp013151965
WP_009437800.1	WP_009437800.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alloprevotella sp. oral taxon 473]	GCF_000318095.2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp000318095
MBN1795013.1	MBN1795013.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Candidatus Omnitrophica bacterium]	GCA_016930485.1	Bacteria	Omnitrophota	Koll11	JAFGGP01	JAFGGP01	JAFGGP01	JAFGGP01 sp016930485
DIPH01000051.1_88	DIPH01000051.1_88 # 88100 # 89197 # -1 # ID=19_88;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.471	GCA_002424045.1	Bacteria	Firmicutes_G	Limnochordia	DTU010	DTU010	UBA5420	UBA5420 sp002424045
MBP8910196.1	MBP8910196.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Phycisphaerae bacterium]	GCA_018055905.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	PLanc-01	PLanc-01 sp018055905
MBQ0120655.1	MBQ0120655.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_018065815.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp018065815
MCL2682027.1	MCL2682027.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_009783885.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	WRKV01	WRKV01 sp009783885
ONMF01000020.1_37	ONMF01000020.1_37 # 38179 # 39483 # 1 # ID=20_37;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.582	GCA_900318865.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900318865
WP_028578757.1	WP_028578757.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Desulfogranum japonicum]	GCF_000429945.1	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus_A	Desulfobulbus_A japonicus
HHY81949.1	HHY81949.1 TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012842605.1	Bacteria	Firmicutes_A	Clostridia	Caldicoprobacterales	DTU083	DUSN01	DUSN01 sp012842605
MBN2019657.1	MBN2019657.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Sedimentisphaerales bacterium]	GCA_016932095.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	Fen-1362	Fen-1362 sp016932095
NLT75712.1	NLT75712.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Planctomycetes bacterium]	GCA_012719085.1	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	PLanc-01	PLanc-01 sp012719085
NLK50341.1	NLK50341.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Candidatus Cloacimonetes bacterium]	GCA_012519465.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	UBA3900	UBA3900 sp012519465
MBQ9556000.1	MBQ9556000.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017453505.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017453505
MBG40129.1	MBG40129.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_002715445.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	TMED113	TMED113	TMED113 sp002715445
HHV41054.1	HHV41054.1 TPA: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_012839605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	DMER64	DMER64 sp012839605
CADAQX010000036.1_10	CADAQX010000036.1_10 # 7169 # 8467 # -1 # ID=36_10;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=12bp;gc_cont=0.555	GCA_902790215.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp902790215
NQV24180.1	NQV24180.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rhodopirellula sp.]	GCA_013203845.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	JABMPE01	JABMPE01 sp013203845
SLEY01000309.1_5	SLEY01000309.1_5 # 3420 # 4643 # 1 # ID=575_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.602	GCA_007124535.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	SLMF01	SLMF01 sp007124535
WP_187545256.1	WP_187545256.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Alloprevotella sp. Lung230]	GCF_014385435.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp003639005
HHU48652.1	HHU48652.1 TPA: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012838915.1	Bacteria	Firmicutes_A	Clostridia	Caldicoprobacterales	DTU083	DTU083	DTU083 sp012838915
MBP7116786.1	MBP7116786.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Candidatus Cloacimonetes bacterium]	GCA_017994635.1	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	UBA5456	UBA5456 sp017994635
MBR5169323.1	MBR5169323.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Muribaculaceae bacterium]	GCA_017557665.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp017557665
ONKD01000052.1_18	ONKD01000052.1_18 # 18345 # 19580 # 1 # ID=24_18;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.591	GCA_900318345.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900318345
CACXLJ010000019.1_20	CACXLJ010000019.1_20 # 17975 # 19258 # -1 # ID=19_20;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=9bp;gc_cont=0.546	GCA_902768435.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp902768435
ONRP01000044.1_7	ONRP01000044.1_7 # 3836 # 5122 # -1 # ID=26_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=15bp;gc_cont=0.595	GCA_900320245.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900320245
CAJOFH010000017.1_33	CAJOFH010000017.1_33 # 34587 # 35873 # -1 # ID=17_33;partial=00;start_type=ATG;rbs_motif=TAAAA;rbs_spacer=11bp;gc_cont=0.510	GCA_905233845.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp905233845
CAJOEP010000002.1_26	CAJOEP010000002.1_26 # 24934 # 26232 # -1 # ID=2_26;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=12bp;gc_cont=0.503	GCA_905233445.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	Limimorpha sp905233445
